Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-05-13,48.272854324323305,48.353803772603335,46.78878110585613,47.00464630126953,9864000,0.0,0.0
1999-05-14,46.087221256119946,46.62688426848669,45.7634234486999,46.11420440673828,12205400,0.0,0.0
1999-05-17,45.709459991389295,47.085600758544466,45.25749219041187,46.943939208984375,9906800,0.0,0.0
1999-05-18,46.896727894525334,47.1665594704432,46.19516579713888,46.73482894897461,9267800,0.0,0.0
1999-05-19,46.923698401396805,47.40939510710419,46.195153342835724,47.38241195678711,7985600,0.0,0.0
1999-05-20,47.48360259779689,47.48360259779689,46.006274998859894,46.08047866821289,5997200,0.0,0.0
1999-05-21,46.22213703858937,46.35705279176681,45.41264251952476,45.65549087524414,10958600,0.0,0.0
1999-05-24,45.73644132596785,45.81739077964213,44.198401706156545,44.495216369628906,9569800,0.0,0.0
1999-05-25,44.441255757203294,45.08885146951227,42.8492496311104,43.03813171386719,17771200,0.0,0.0
1999-05-26,43.604764770247215,44.41425916573448,42.255607444435114,44.238868713378906,26772000,0.0,0.0
1999-05-27,44.06349805568746,44.83926386652703,43.4968517242916,44.19841384887695,23334800,0.0,0.0
1999-05-28,44.46824628583662,45.169808423841324,43.90159994360205,44.92695999145508,12969800,0.0,0.0
1999-06-01,44.845989138254076,45.061854308594654,43.6857138476735,43.92856216430664,6960200,0.0,0.0
1999-06-02,43.90158493286244,44.899961480198584,42.80202157329628,44.67060470581055,11996600,0.0,0.0
1999-06-03,45.00790797962862,45.00790797962862,43.76668269961488,44.03651428222656,11147800,0.0,0.0
1999-06-04,44.36029856496985,45.54081137653763,44.36029856496985,45.385658264160156,12987200,0.0,0.0
1999-06-07,45.70270846871769,46.62013553170597,45.601521660299866,46.3300666809082,11491800,0.0,0.0
1999-06-08,46.43800019933047,46.65386539491132,44.93368961762642,45.16979217529297,8134800,0.0,0.0
1999-06-09,45.3316866272905,46.0534858042429,45.30470348048854,45.925315856933594,8384400,0.0,0.0
1999-06-10,45.43961793806011,45.7094493984999,44.85273451160358,45.39914321899414,9392400,0.0,0.0
1999-06-11,45.70946297331898,45.756683492919514,44.30633896233162,44.71108627319336,16567600,0.0,0.0
1999-06-14,44.87296567937695,44.87296567937695,43.766656844226944,43.86784362792969,14136800,0.0,0.0
1999-06-15,43.97578516526656,44.78527959997004,43.84761521310517,44.522193908691406,9147800,0.0,0.0
1999-06-16,45.628508144916864,46.80902099609375,45.57454184314878,46.80902099609375,15060200,0.0,0.0
1999-06-17,46.195145679852295,47.54430297190406,46.195145679852295,47.32843780517578,16278200,0.0,0.0
1999-06-18,46.89672719498633,47.679238753475744,46.815777723418456,47.5443229675293,5392800,0.0,0.0
1999-06-21,47.8681108301575,48.99465740691008,47.78716137554054,48.967674255371094,10565200,0.0,0.0
1999-06-22,48.67759189605713,49.298204209587794,47.49033355712891,47.490333557128906,10862800,0.0,0.0
1999-06-23,47.49708019358481,48.35379503303734,47.19351981740084,48.23911666870117,9607000,0.0,0.0
1999-06-24,48.21888773402877,48.245870883292355,47.05861231569456,47.28122329711914,14988800,0.0,0.0
1999-06-25,47.598280334472655,47.976044464111325,46.78878577096121,47.220516204833984,8635600,0.0,0.0
1999-06-28,47.62526324498664,48.40777465241135,47.23400754127428,48.34031677246094,7666200,0.0,0.0
1999-06-29,48.299841859792295,49.190285871732605,48.05699349289949,49.00140380859375,9000400,0.0,0.0
1999-06-30,49.04862733931966,51.75368848126261,48.46848953830446,49.756935119628906,19467600,0.0,0.0
1999-07-01,49.91882872844751,50.37754228973594,49.055367907198686,50.09421920776367,6822600,0.0,0.0
1999-07-02,50.08071042324634,50.78227209943406,50.08071042324634,50.72830581665039,3302000,0.0,0.0
1999-07-06,50.99815893479537,51.51083883943088,50.13469804277767,50.4045295715332,8794800,0.0,0.0
1999-07-07,50.37754483939109,50.70134266374712,50.02676386300541,50.485477447509766,10520000,0.0,0.0
1999-07-08,50.48547449192417,51.36917266916122,50.242626137874296,51.16005325317383,11225000,0.0,0.0
1999-07-09,51.34895445422778,51.72671870139498,50.97119020706057,51.672752380371094,4206800,0.0,0.0
1999-07-12,51.86162194279548,52.13145348256029,51.10609363145403,51.40290832519531,7816200,0.0,0.0
1999-07-13,51.16005325317383,51.34893530632373,50.755305996424035,51.16005325317383,6230000,0.0,0.0
1999-07-14,51.672731446768545,52.131444989638034,50.94418640809348,52.03025817871094,6909400,0.0,0.0
1999-07-15,52.21240541550262,52.509220123291016,51.92233649652761,52.509220123291016,6539800,0.0,0.0
1999-07-16,52.53619382240622,53.29172203351427,52.51595645960868,52.99490737915039,4913800,0.0,0.0
1999-07-19,53.21075872727382,53.21075872727382,52.2461113517667,52.455230712890625,6833000,0.0,0.0
1999-07-20,51.814397460831366,51.88860112859196,50.29659516572824,50.43151092529297,14837400,0.0,0.0
1999-07-21,50.53945021989882,51.112842273915284,50.1347028876519,50.67436599731445,10980400,0.0,0.0
1999-07-22,50.67435544007073,50.67435544007073,49.244248497406325,49.38591003417969,15148400,0.0,0.0
1999-07-23,49.756932010432116,49.96605143726555,48.94743745494786,49.46011734008789,12115000,0.0,0.0
1999-07-26,48.785539358254255,49.325202404252636,48.16492685535611,48.24587631225586,10720000,0.0,0.0
1999-07-27,49.217266082763665,49.97279429017451,48.79902725366124,49.21726608276367,13732800,0.0,0.0
1999-07-28,49.81088559591317,50.45848107494996,49.17003590311634,50.18190383911133,10161800,0.0,0.0
1999-07-29,49.244244963258176,49.64899218213427,48.6236325609815,49.10932922363281,13033800,0.0,0.0
1999-07-30,49.32518375255599,49.86484659448768,48.79226669614846,48.86647033691406,10947400,0.0,0.0
1999-08-02,48.9474287444967,49.91882203821328,48.54268153878146,48.731563568115234,9642400,0.0,0.0
1999-08-03,49.39940530735253,49.40615109532295,47.706212526778245,48.414520263671875,13005000,0.0,0.0
1999-08-04,48.4145156770492,48.77878819294173,47.49708859998655,47.53756332397461,13227600,0.0,0.0
1999-08-05,47.54430843715079,48.2930908203125,46.411016181554686,48.2930908203125,18695200,0.0,0.0
1999-08-06,47.94905302558905,48.83949689156792,47.43637322396486,47.77366256713867,12392200,0.0,0.0
1999-08-09,47.94906639565114,48.08398217054042,47.06536807012633,47.15980911254883,7983400,0.0,0.0
1999-08-10,47.031643682484265,47.37567894177955,45.70946896048672,46.73482894897461,16767200,0.0,0.0
1999-08-11,47.57129197309909,48.353803298805204,46.85623852029868,48.27285385131836,13101400,0.0,0.0
1999-08-12,48.461723819577315,48.785521528839524,47.59826326154476,47.70619583129883,12715000,0.0,0.0
1999-08-13,48.704579175003175,49.83787132201156,48.62362973593115,49.783905029296875,14342600,0.0,0.0
1999-08-16,49.756919305993435,50.350548495110495,49.43312156647504,50.18190383911133,11470600,0.0,0.0
1999-08-17,50.62039298868358,50.674359292509465,49.51408376025286,50.43151092529297,11408400,0.0,0.0
1999-08-18,50.18866216981566,50.809274659012296,49.675982287435815,49.864864349365234,7035200,0.0,0.0
1999-08-19,49.4061560071964,49.756937016532035,48.95418816824471,49.271240234375,10157800,0.0,0.0
1999-08-20,49.325192672030305,50.05373764038086,49.05536120227084,50.05373764038086,6920800,0.0,0.0
1999-08-23,50.51245585952806,51.64574813842773,50.39777747416321,51.645748138427734,9652000,0.0,0.0
1999-08-24,51.26797983419976,52.56317090369533,51.166793031895416,51.996524810791016,13891400,0.0,0.0
1999-08-25,52.320317780099266,53.318694137945414,51.753671739159564,53.10282897949219,11352000,0.0,0.0
1999-08-26,53.10283722881814,53.29171927180682,52.13818965212594,52.219139099121094,9753000,0.0,0.0
1999-08-27,52.61039596012091,52.61714174752444,51.564798912573956,51.69971466064453,9635400,0.0,0.0
1999-08-30,51.915594275632564,52.07749321828007,50.83626799131588,50.97118377685547,10141600,0.0,0.0
1999-08-31,51.32192710756632,51.8615898531769,50.18863534178409,51.53779220581055,14590400,0.0,0.0
1999-09-01,51.86161203960694,52.3473087184378,51.537814253719695,51.90883255004883,10752000,0.0,0.0
1999-09-02,50.94419973071938,51.996542839563695,50.83626710417125,51.72671127319336,14583200,0.0,0.0
1999-09-03,53.21076766701411,54.12144890877969,53.02188563168495,54.10121154785156,14195400,0.0,0.0
1999-09-07,53.993295143983644,54.53295826386354,53.777429896031684,53.85837936401367,9009000,0.0,0.0
1999-09-08,53.53457286673915,54.07423589966998,52.698095165696344,53.129825592041016,14303400,0.0,0.0
1999-09-09,53.15679671469485,54.02025737198938,52.88696525929031,53.88534164428711,12677600,0.0,0.0
1999-09-10,54.61388732608002,55.038871874195515,53.99327497010184,54.50595474243164,10251000,0.0,0.0
1999-09-13,54.45199092963905,54.55992351820127,53.56154707400076,53.85161590576172,7240800,0.0,0.0
1999-09-14,53.64250720499223,54.52620544994369,53.53457459492182,54.148441314697266,10022600,0.0,0.0
1999-09-15,54.82300446091629,54.82300446091629,53.04886268987889,53.10282897949219,16096000,0.0,0.0
1999-09-16,53.07584762573242,53.56154424864202,51.976284437756526,53.07584762573242,15371000,0.0,0.0
1999-09-17,53.561549050198366,54.77579071632377,53.480599605790005,54.6678581237793,14506400,0.0,0.0
1999-09-20,54.82976470650468,55.04562992188462,54.42501742766729,54.79603576660156,6187200,0.0,0.0
1999-09-21,54.31707214948267,54.4250047319953,53.32544154764785,53.480594635009766,12265800,0.0,0.0
1999-09-22,53.561555926227236,54.330575746830505,52.913960287824494,54.0472526550293,12441800,0.0,0.0
1999-09-23,54.61389528910319,54.72182788848877,51.49059569438299,51.807647705078125,19766000,0.0,0.0
1999-09-24,51.48385491538575,52.07748426975603,50.62039403630171,51.8751106262207,23570800,0.0,0.0
1999-09-27,52.6171478358182,52.994911974126644,52.07748478109186,52.239383697509766,12608800,0.0,0.0
1999-09-28,51.97627814569939,52.67109406380543,50.86322351960719,52.48221206665039,20622000,0.0,0.0
1999-09-29,52.482236539954776,52.86000071042232,51.429893493652344,51.429893493652344,15557000,0.0,0.0
1999-09-30,51.915592403550505,52.50922183851834,51.267996656312874,51.96955871582031,17604200,0.0,0.0
1999-10-01,51.26797369331705,51.98977279663086,50.72831081233477,51.98977279663086,19607400,0.0,0.0
1999-10-04,52.26635546998929,53.34568134443409,51.96954085451697,53.15679931640625,12434200,0.0,0.0
1999-10-05,53.34568673949087,54.18216437678183,52.401276503839796,53.534568786621094,19526400,0.0,0.0
1999-10-06,53.85836107750009,54.68809284259685,53.04212088581954,54.60714340209961,19098200,0.0,0.0
1999-10-07,54.910722962105964,55.17380873551163,54.07424511845717,54.4789924621582,22013600,0.0,0.0
1999-10-08,54.26312235853366,55.20753274269511,53.53457720503768,55.0523796081543,22523200,0.0,0.0
1999-10-11,55.20752777645356,55.855123410194956,55.072612019424106,55.82814025878906,13016000,0.0,0.0
1999-10-12,55.63925099585105,56.08447293640951,54.398026191869896,54.5599250793457,20182800,0.0,0.0
1999-10-13,53.93929798425642,54.58689335775424,52.72505665894799,52.940921783447266,22570600,0.0,0.0
1999-10-14,53.129826640756704,53.64250653216065,52.266365771023736,53.271488189697266,22130400,0.0,0.0
1999-10-15,51.915579857557454,52.67110804675267,51.382662652678675,51.69971466064453,33703000,0.0,0.0
1999-10-18,51.75369127187103,51.942573356804864,49.574801506384276,51.04538345336914,24714800,0.0,0.0
1999-10-19,51.59853395076956,51.86161969061529,50.45849574477138,51.321956634521484,26657200,0.0,0.0
1999-10-20,52.10445546325372,53.31195125920432,51.591775683967434,52.886966705322266,22486400,0.0,0.0
1999-10-21,52.02351327306296,53.75043487548828,51.64574917253242,53.75043487548828,22454800,0.0,0.0
1999-10-22,54.06748009641785,54.61388881604478,53.31869777692909,53.5075798034668,16589400,0.0,0.0
1999-10-25,53.26473729072078,54.12145229020426,53.04887209400054,53.534568786621094,13855400,0.0,0.0
1999-10-26,54.18215477175829,54.47896936463147,52.99489640026558,53.10282897949219,13542400,0.0,0.0
1999-10-27,52.967933866389224,53.21078226414649,52.19216815133131,53.02190017700195,15225200,0.0,0.0
1999-10-28,53.858366328744665,55.04562490512981,53.372669638405284,54.85674285888672,14103800,0.0,0.0
1999-10-29,56.12496060563584,57.204286771128835,55.936078526674564,56.77255630493164,19000000,0.0,0.0
1999-11-01,56.77255320469273,57.44713202128841,56.4015348555651,56.475738525390625,9681800,0.0,0.0
1999-11-02,56.77253849010871,57.474100277534006,56.29358765446259,56.50945281982422,12834800,0.0,0.0
1999-11-03,57.312226584788114,57.95982236540719,57.150327639633346,57.636024475097656,18752600,0.0,0.0
1999-11-04,58.43876442953392,58.55344283139264,57.662998769901414,58.28361129760742,20048600,0.0,0.0
1999-11-05,59.47087244021576,59.76768713932754,58.87724304199219,58.87724304199219,15134600,0.0,0.0
1999-11-08,59.09306035208895,60.273572402501685,58.90417842402291,60.064453125,10890800,0.0,0.0
1999-11-09,60.550164977116374,60.65809753500785,59.14704172452723,59.65972137451172,14629800,0.0,0.0
1999-11-10,59.68674001693725,60.95494832651955,59.416908461706974,60.44226837158203,16561000,0.0,0.0
1999-11-11,61.089837994491845,61.60251773031134,60.55017511468184,61.521568298339844,18501400,0.0,0.0
1999-11-12,61.84538843724634,62.385051512614986,59.90260136591923,62.331085205078125,28646600,0.0,0.0
1999-11-15,62.385034770051405,62.60089994226611,61.8993381325683,62.20964431762695,10909400,0.0,0.0
1999-11-16,62.43901229187115,64.08498452601296,62.16918077807741,63.788169860839844,19126400,0.0,0.0
1999-11-17,63.788166301328154,64.06474358753316,62.60090770688719,62.924705505371094,21683600,0.0,0.0
1999-11-18,63.35643901471812,64.85400390625,62.978674897935306,64.85400390625,17738400,0.0,0.0
1999-11-19,64.57068220944748,65.54207567352609,64.32783384342783,65.43414306640625,17939400,0.0,0.0
1999-11-22,65.56904500453317,66.91820230915319,64.43575286865234,64.43575286865234,18841800,0.0,0.0
1999-11-23,66.00079024498937,66.05475654935977,64.11196959202566,64.73258209228516,24047600,0.0,0.0
1999-11-24,64.92147066056295,67.12734357265813,64.24689178836259,66.8642578125,18617800,0.0,0.0
1999-11-26,67.70071337171265,68.02451112398867,66.81026955295357,67.0801010131836,8045200,0.0,0.0
1999-11-29,66.94520952657687,67.51185579826496,65.89286645058473,65.97381591796875,20485200,0.0,0.0
1999-11-30,66.10874732335408,66.21667997204528,63.46439743041992,63.46439743041992,23702400,0.0,0.0
1999-12-01,64.16595142759783,65.1643283001046,63.68025457070264,64.84053039550781,23205800,0.0,0.0
1999-12-02,65.08333307073711,67.02611913255016,65.042858361116,66.89794921875,17229200,0.0,0.0
1999-12-03,68.4832184416423,69.23874646227506,68.13243757491993,68.32131958007812,21444600,0.0,0.0
1999-12-06,68.58443638079319,69.50860946864297,67.94358642936453,68.94196319580078,16018400,0.0,0.0
1999-12-07,69.1578284425978,69.4276600010941,68.07175641965026,68.94196319580078,23397000,0.0,0.0
1999-12-08,68.96220691532794,69.50187008203304,67.94359268817206,68.1054916381836,19563000,0.0,0.0
1999-12-09,69.07687888160488,69.45464306298867,66.70236117004971,68.42928314208984,28445400,0.0,0.0
1999-12-10,68.99591064453125,69.23875898078498,67.45787118159097,68.99591064453125,20428400,0.0,0.0
1999-12-13,68.75982647764542,70.23040846254943,68.45626597617441,69.93359375,16209200,0.0,0.0
1999-12-14,69.72442329571618,70.12917033497149,68.21336768249631,68.67208099365234,27760200,0.0,0.0
1999-12-15,67.88959264939072,69.99427795410156,67.29596346088255,69.99427795410156,31797200,0.0,0.0
1999-12-16,70.91170468986977,71.88309790479948,70.58790695155986,71.72119903564453,27219600,0.0,0.0
1999-12-17,72.96241677727818,73.28621448486966,72.03824415352753,72.34180450439453,23892400,0.0,0.0
1999-12-20,72.88149993795358,73.61004510578947,72.26088738757485,73.28624725341797,15392000,0.0,0.0
1999-12-21,73.50210190619063,77.22577667236328,73.0838630737582,77.22577667236328,26003800,0.0,0.0
1999-12-22,77.00990856450105,77.11784116234898,75.49885219462996,76.98292541503906,22313600,0.0,0.0
1999-12-23,77.59679204665298,78.35906601877083,76.84800964926286,77.90035247802734,17543600,0.0,0.0
1999-12-27,77.98130577698818,78.00828892777606,75.90360316632102,77.44164276123047,19281800,0.0,0.0
1999-12-28,77.49563395324964,78.14322978015701,76.47027389397962,76.95597076416016,15346400,0.0,0.0
1999-12-29,77.71148021801098,79.87013244628906,77.60354760659708,79.87013244628906,16512600,0.0,0.0
1999-12-30,80.84149117808523,80.94942374307601,79.00663757324219,79.00663757324219,21887000,0.0,0.0
1999-12-31,79.97803017215756,80.46372671166458,78.8987045288086,78.8987045288086,14464400,0.0,0.0
2000-01-03,83.05413690531789,83.05413690531789,78.35906873718102,81.81291198730469,36345200,0.0,0.0
2000-01-04,79.43837869876504,80.73356965581013,75.93056985676795,76.20040130615234,33786600,0.0,0.0
2000-01-05,75.55282836736635,77.38768277057382,72.74658045657846,74.25763702392578,42496600,0.0,0.0
2000-01-06,75.0131410739406,75.98453426770386,68.86098418010663,69.15779876708984,37134800,0.0,0.0
2000-01-07,71.61328672303094,77.71147918701172,71.23552258809408,77.71147918701172,28138200,0.0,0.0
2000-01-10,78.57494110932221,81.11135747754896,77.65751391230403,79.87013244628906,29675600,0.0,0.0
2000-01-11,79.22251257029447,80.19390577619727,75.121074589816,75.98453521728516,32546600,0.0,0.0
2000-01-12,76.84800809972427,77.05712750378777,74.25762580422794,74.31159210205078,29050000,0.0,0.0
2000-01-13,76.41628468134631,79.00666721291738,75.18855129398712,78.79080200195312,25165200,0.0,0.0
2000-01-14,80.3018279171373,80.84149073916107,79.43836740189927,80.62562561035156,21898600,0.0,0.0
2000-01-18,79.49239542385868,81.54311574029224,78.95273218269196,81.05741882324219,16752400,0.0,0.0
2000-01-19,80.72685192711651,82.89225006103516,79.80942468034725,82.89225006103516,19006000,0.0,0.0
2000-01-20,82.46051254121979,83.6477712296405,81.17206703276324,82.08274841308594,25958000,0.0,0.0
2000-01-21,83.32398903586648,83.37795535000888,82.08276381059126,83.10812377929688,18698200,0.0,0.0
2000-01-24,84.13344303354884,84.2953418976288,78.54793222279048,79.11457824707031,28340400,0.0,0.0
2000-01-25,79.33050124875962,81.26654324352101,77.19883131724532,80.30189514160156,33276200,0.0,0.0
2000-01-26,80.51773229433375,80.57169860284202,76.84802331577163,77.06388854980469,23095600,0.0,0.0
2000-01-27,79.22251838383961,79.87011390196365,75.66074303415745,78.19715881347656,30739200,0.0,0.0
2000-01-28,77.71148060643395,78.11622790125914,73.17831090439198,74.25763702392578,35313800,0.0,0.0
2000-01-31,74.14969836510848,77.71147426910932,72.0989789052292,77.44164276123047,36014600,0.0,0.0
2000-02-01,77.3067297027764,79.87012911700458,76.36231939227127,79.51934814453125,26417600,0.0,0.0
2000-02-02,79.65427609183104,81.78594540458668,79.51936031254272,80.19393920898438,26169200,0.0,0.0
2000-02-03,81.43516885431319,83.43192249752697,79.68126362716596,83.32398986816406,30579800,0.0,0.0
2000-02-04,83.75568637989004,84.82826644870468,83.0811077202582,83.8906021118164,26640000,0.0,0.0
2000-02-07,83.97154700574536,85.15880538243329,83.10808636815415,85.05087280273438,17761000,0.0,0.0
2000-02-08,85.80640093562954,88.82851316984039,85.80640093562954,88.6126480102539,21999400,0.0,0.0
2000-02-09,88.12695324059689,88.24163160902081,85.26673981637666,85.48260498046875,27258200,0.0,0.0
2000-02-10,86.18417105173424,88.28885650634766,85.09809939086,88.28885650634766,26341600,0.0,0.0
2000-02-11,88.12694875170502,88.12694875170502,84.61914001388455,86.23812866210938,24876000,0.0,0.0
2000-02-14,86.33932263152043,86.34606841811559,84.403281878708,86.13020324707031,22814600,0.0,0.0
2000-02-15,85.42865718764429,86.8857473607753,82.78430835492505,86.7508316040039,30572800,0.0,0.0
2000-02-16,86.26510465145111,87.80314373970032,85.75242495536804,86.34605407714844,25310600,0.0,0.0
2000-02-17,87.3714290604889,89.15231674362424,86.0222717247803,88.18092346191406,30080200,0.0,0.0
2000-02-18,88.61265166751922,88.9364494202629,84.99691009521484,84.99691009521484,25271200,0.0,0.0
2000-02-22,85.48261935077137,86.29211385219912,83.10810214658328,85.26675415039062,37226200,0.0,0.0
2000-02-23,86.06949966931515,90.66338079438793,85.61753192279551,90.01578521728516,32170800,0.0,0.0
2000-02-24,90.55546365657322,92.22167339459271,88.07301352057658,91.95858764648438,48868200,0.0,0.0
2000-02-25,91.688774805384,92.82206748985314,89.692021027986,89.85391998291016,32617600,0.0,0.0
2000-02-28,89.15236142965463,91.2570479282966,86.77784332862267,89.79995727539062,38216200,0.0,0.0
2000-02-29,91.31096257873106,92.47123781244426,90.60940080950913,92.17442321777344,23978600,0.0,0.0
2000-03-01,92.60615677783713,93.73944890623723,91.95856127589421,92.9299545288086,24468400,0.0,0.0
2000-03-02,93.30772334249977,93.4156559316756,90.44750972934044,90.7780532836914,32739200,0.0,0.0
2000-03-03,93.25376831123383,95.95208336653573,92.39030749353721,95.89811706542969,32017200,0.0,0.0
2000-03-06,96.49174185134657,97.75994986784917,95.19655068555669,96.65364074707031,23268400,0.0,0.0
2000-03-07,98.27263528473524,98.32660158637431,93.90136485197107,95.1965560913086,39471000,0.0,0.0
2000-03-08,95.84416284454002,96.70762377106742,91.76970659748892,96.06002807617188,43512600,0.0,0.0
2000-03-09,96.03302046527033,99.72971161552097,94.19816646368606,99.29798126220703,30101400,0.0,0.0
2000-03-10,99.1900391891013,100.53919641419789,98.00952661714179,98.86624145507812,29750600,0.0,0.0
2000-03-13,94.98070276371567,98.542479117355,94.5759554508021,96.27589416503906,37544200,0.0,0.0
2000-03-14,97.35521352499272,97.89487657114013,90.66339175276484,92.714111328125,39106800,0.0,0.0
2000-03-15,91.9586063352564,92.39033688143132,87.96509878313846,88.82855987548828,51202600,0.0,0.0
2000-03-16,90.98720900436928,94.33312060476719,87.20956687488776,93.9013900756836,55282200,0.0,0.0
2000-03-17,93.25376744923858,95.89811617899129,93.19980114863138,95.6822509765625,31422400,0.0,0.0
2000-03-20,95.84413845706526,96.27586881047546,91.74270009966833,92.98392486572266,21167200,0.0,2.0
2000-03-21,91.63478521052623,96.65365153831124,89.42216672193285,96.49175262451172,33435100,0.0,0.0
2000-03-22,98.00280176129257,100.13447063220174,95.95208234117742,98.43453216552734,24370200,0.0,0.0
2000-03-23,98.85277046622902,101.67250965381491,98.05676753767607,100.16145324707031,19227400,0.0,0.0
2000-03-24,101.4431469870146,104.04702082243072,99.31147825128534,101.51060485839844,22063000,0.0,0.0
2000-03-27,101.88837343770734,103.1835646254748,101.13284524484298,101.6725082397461,11752600,0.0,0.0
2000-03-28,101.01144128375584,101.72649489508736,97.67902162339952,99.08214569091797,18336300,0.0,0.0
2000-03-29,99.62176789370452,99.67573418183761,94.98066711425783,94.98066711425781,27189500,0.0,0.0
2000-03-30,92.60617065429688,97.35520504682492,89.36819265939138,92.60617065429688,42328700,0.0,0.0
2000-03-31,93.37519833159774,95.52035893479439,89.79993065960332,94.54896545410156,31349900,0.0,0.0
2000-04-03,93.0513965384339,94.22516361090655,86.99367911843147,88.88249969482422,31551300,0.0,0.0
2000-04-04,89.47610992861992,89.74594138196316,76.25436871480093,88.0190200805664,66213000,0.0,0.0
2000-04-05,84.18741804830144,89.74594629123416,83.10809217588731,86.4540023803711,37631500,0.0,0.0
